nohup: ignoring input
TBC1D17 ALS2 0.216152019002
TBC1D17 RAB10 0.173047473201
TBC1D17 RAB7A 0.18320610687
TBC1D17 ARHGDIA 0.185410334347
TBC1D17 RAB5A 0.180428134557
TBC1D17 USP6NL 0.276301806589
TBC1D17 EPS8 0.272923408846
TBC1D17 MYO5B 0.198717948718
TBC1D17 RAB6B 0.184848484848
TBC1D17 MON1A 0.28855721393
TBC1D17 RAB8A 0.174578866769
TBC1D17 RILP 0.25726744186
TBC1D17 UBB 0.191489361702
TBC1D17 VPS41 0.276663146779
TBC1D17 RAB1B 0.176829268293
TBC1D17 RIN1 0.283464566929
TBC1D17 RAB6A 0.18320610687
TBC1D17 GGA2 0.282608695652
TBC1D17 RAB8B 0.174045801527
TBC1D17 ALS2CL 0.274735830932
TBC1D17 EEA1 0.221835883171
TBC1D17 RAB43 0.190476190476
TBC1D17 OSBPL1A 0.264761904762
TBC1D17 RUFY1 0.277442702051
TBC1D17 CCZ1 0.252413793103
TBC1D17 EHD3 0.271753681392
TBC1D17 HGS 0.265536723164
TBC1D17 RAB12 0.202435312024
TBC1D17 RAB11B 0.189024390244
TBC1D17 EXOC7 0.273907910272
TBC1D17 VPS39 0.267074413863
TBC1D17 GGA1 0.276129032258
TBC1D17 RAB11FIP2 0.261474269819
TBC1D17 CHM 0.278388278388
TBC1D17 RABEP2 0.285145888594
TBC1D17 TFRC 0.286523216308
TBC1D17 RAB5B 0.184451219512
TBC1D17 CHML 0.280098280098
TBC1D17 EXOC8 0.276393831554
TBC1D17 RAB4A 0.186930091185
TBC1D17 RABIF 0.143297380586
TBC1D17 VPS45 0.267457180501
TBC1D17 OCRL 0.269113149847
TBC1D17 EPS15 0.270298047276
TBC1D17 ABL1 0.248564397047
TBC1D17 ABI1 0.246278755074
TBC1D17 STAM 0.273109243697
TBC1D17 OPTN 0.267379679144
TBC1D17 GDI2 0.258790436006
TBC1D17 VPS16 0.282901554404
TBC1D17 RABGEF1 0.265536723164
TBC1D17 EXOC1 0.268993839836
TBC1D17 CCP110 0.2605893186
TBC1D17 DNM2 0.276344086022
TBC1D17 GAPVD1 0.222733245729
TBC1D17 RAB3IL1 0.24328358209
TBC1D17 SH3KBP1 0.274559193955
TBC1D17 MYO5A 0.201805629315
TBC1D17 RABGGTA 0.292267365662
TBC1D17 TGOLN2 0.264367816092
TBC1D17 AGFG1 0.25644504749
TBC1D17 RAB1A 0.173780487805
TBC1D17 SOS1 0.238944365193
TBC1D17 UBA52 0.127889060092
TBC1D17 GDI1 0.250353606789
TBC1D17 ODF2 0.269978401728
TBC1D17 HRAS 0.169696969697
TBC1D17 RAB9A 0.178353658537
TBC1D17 EXOC3 0.274509803922
TBC1D17 GGA3 0.271752085816
TBC1D17 UBC 0.272949816401
TBC1D17 RABEP1 0.268987341772
TBC1D17 RAB5C 0.19452887538
TBC1D17 RAB3IP 0.271966527197
TBC1D17 CEP290 0.16680032077
TBC1D17 TBC1D15 0.49460916442
TBC1D17 RAB31 0.175304878049
TBC1D17 EHD1 0.264507422402
TBC1D17 CLTC 0.21528588098
TBC1D17 RAB7B 0.181402439024
TBC1D17 VPS11 0.269005847953
TBC1D17 TBC1D2 0.273
TBC1D17 EXOC5 0.269005847953
RAB3A ARHGDIB 0.24907063197
RAB3A EXOC2 0.165226781857
RAB3A MON1B 0.195652173913
RAB3A ACTN4 0.161184210526
RAB3A ZFYVE20 0.16835443038
RAB3A EXOC4 0.153217568948
RAB3A RIN2 0.15644820296
RAB3A EXOC6 0.17118226601
RAB3A RAB11A 0.396153846154
RAB3A PIK3C3 0.161254199328
RAB3A VAMP7 0.261324041812
RAB3A RAB2A 0.396694214876
RAB3A ALS2 0.105612552806
RAB3A RAB10 0.48085106383
RAB3A RAB7A 0.349397590361
RAB3A ARHGDIA 0.251968503937
RAB3A RAB5A 0.382716049383
RAB3A USP6NL 0.161592505855
RAB3A EPS8 0.167865707434
RAB3A MYO5B 0.101731601732
RAB3A RAB6B 0.407258064516
RAB3A MON1A 0.18479880775
RAB3A RAB8A 0.506493506494
RAB3A RILP 0.227817745803
RAB3A UBB 0.284210526316
RAB3A VPS41 0.172093023256
RAB3A RAB1B 0.451063829787
RAB3A RIN1 0.158163265306
RAB3A RAB6A 0.422131147541
RAB3A GGA2 0.19806763285
RAB3A RAB8B 0.485106382979
RAB3A ALS2CL 0.154488517745
RAB3A EEA1 0.11402266289
RAB3A RAB43 0.420408163265
RAB3A OSBPL1A 0.15
RAB3A RUFY1 0.184979137691
RAB3A CCZ1 0.225352112676
RAB3A EHD3 0.21778584392
RAB3A HGS 0.170266836086
RAB3A RAB12 0.436090225564
RAB3A RAB11B 0.393822393822
RAB3A EXOC7 0.183535762483
RAB3A VPS39 0.158783783784
RAB3A GGA1 0.184210526316
RAB3A RAB11FIP2 0.222011385199
RAB3A CHM 0.190045248869
RAB3A RABEP2 0.194158075601
RAB3A TFRC 0.175622542595
RAB3A RAB5B 0.378048780488
RAB3A CHML 0.190690690691
RAB3A EXOC8 0.185286103542
RAB3A RAB4A 0.4
RAB3A RABIF 0.235042735043
RAB3A VPS45 0.211703958692
RAB3A OCRL 0.163535911602
RAB3A EPS15 0.157836644592
RAB3A ABL1 0.140381282496
RAB3A ABI1 0.19305019305
RAB3A STAM 0.205128205128
RAB3A OPTN 0.203418803419
RAB3A GDI2 0.229787234043
RAB3A VPS16 0.167259786477
RAB3A RABGEF1 0.227184466019
RAB3A EXOC1 0.163333333333
RAB3A CCP110 0.150049358342
RAB3A DNM2 0.168373151308
RAB3A GAPVD1 0.114189189189
RAB3A RAB3IL1 0.237163814181
RAB3A SH3KBP1 0.187125748503
RAB3A MYO5A 0.101293103448
RAB3A RABGGTA 0.207612456747
RAB3A TGOLN2 0.221739130435
RAB3A AGFG1 0.186241610738
RAB3A RAB1A 0.468085106383
RAB3A SOS1 0.127436281859
RAB3A UBA52 0.247826086957
RAB3A GDI1 0.22149122807
RAB3A ODF2 0.167464114833
RAB3A HRAS 0.331950207469
RAB3A RAB9A 0.363636363636
RAB3A EXOC3 0.187250996016
RAB3A GGA3 0.176066024759
RAB3A UBC 0.198275862069
RAB3A RABEP1 0.163194444444
RAB3A RAB5C 0.334558823529
RAB3A RAB3IP 0.222448979592
RAB3A CEP290 0.0786607503025
RAB3A TBC1D15 0.192528735632
RAB3A RAB31 0.337606837607
RAB3A EHD1 0.212996389892
RAB3A CLTC 0.108268887567
RAB3A RAB7B 0.368852459016
RAB3A VPS11 0.161733615222
RAB3A TBC1D2 0.152941176471
RAB3A EXOC5 0.18487394958
ARHGDIB EXOC2 0.15367965368
ARHGDIB MON1B 0.197822141561
ARHGDIB ACTN4 0.149563318777
ARHGDIB ZFYVE20 0.166666666667
ARHGDIB EXOC4 0.14856557377
ARHGDIB RIN2 0.150105708245
ARHGDIB EXOC6 0.168108776267
ARHGDIB RAB11A 0.270916334661
ARHGDIB PIK3C3 0.16276477146
ARHGDIB VAMP7 0.257839721254
ARHGDIB RAB2A 0.247104247104
ARHGDIB ALS2 0.101991550996
ARHGDIB RAB10 0.259109311741
ARHGDIB RAB7A 0.279245283019
ARHGDIB ARHGDIA 0.677725118483
ARHGDIB RAB5A 0.248062015504
ARHGDIB USP6NL 0.154481132075
ARHGDIB EPS8 0.160628019324
ARHGDIB MYO5B 0.0952380952381
ARHGDIB RAB6B 0.283524904215
ARHGDIB MON1A 0.17503805175
ARHGDIB RAB8A 0.26
ARHGDIB RILP 0.215639810427
ARHGDIB UBB 0.289962825279
ARHGDIB VPS41 0.16317016317
ARHGDIB RAB1B 0.287449392713
ARHGDIB RIN1 0.15969581749
ARHGDIB RAB6A 0.274436090226
ARHGDIB GGA2 0.188498402556
ARHGDIB RAB8B 0.26953125
ARHGDIB ALS2CL 0.147798742138
ARHGDIB EEA1 0.108987968861
ARHGDIB RAB43 0.282868525896
ARHGDIB OSBPL1A 0.149738219895
ARHGDIB RUFY1 0.164804469274
ARHGDIB CCZ1 0.216326530612
ARHGDIB EHD3 0.212844036697
ARHGDIB HGS 0.152173913043
ARHGDIB RAB12 0.252788104089
ARHGDIB RAB11B 0.27626459144
ARHGDIB EXOC7 0.17115902965
ARHGDIB VPS39 0.159550561798
ARHGDIB GGA1 0.18
ARHGDIB RAB11FIP2 0.209615384615
ARHGDIB CHM 0.185128983308
ARHGDIB RABEP2 0.188153310105
ARHGDIB TFRC 0.180392156863
ARHGDIB RAB5B 0.254980079681
ARHGDIB CHML 0.186363636364
ARHGDIB EXOC8 0.16621253406
ARHGDIB RAB4A 0.277777777778
ARHGDIB RABIF 0.261682242991
ARHGDIB VPS45 0.194827586207
ARHGDIB OCRL 0.154867256637
ARHGDIB EPS15 0.154960981048
ARHGDIB ABL1 0.132173913043
ARHGDIB ABI1 0.198058252427
ARHGDIB STAM 0.200364298725
ARHGDIB OPTN 0.198979591837
ARHGDIB GDI2 0.236442516269
ARHGDIB VPS16 0.159952606635
ARHGDIB RABGEF1 0.205882352941
ARHGDIB EXOC1 0.15607580825
ARHGDIB CCP110 0.14552605703
ARHGDIB DNM2 0.155606407323
ARHGDIB GAPVD1 0.11299052774
ARHGDIB RAB3IL1 0.242424242424
ARHGDIB SH3KBP1 0.186011904762
ARHGDIB MYO5A 0.0943396226415
ARHGDIB RABGGTA 0.189565217391
ARHGDIB TGOLN2 0.21935483871
ARHGDIB AGFG1 0.17089678511
ARHGDIB RAB1A 0.280991735537
ARHGDIB SOS1 0.122097378277
ARHGDIB UBA52 0.25
ARHGDIB GDI1 0.227956989247
ARHGDIB ODF2 0.154861944778
ARHGDIB HRAS 0.28085106383
ARHGDIB RAB9A 0.275862068966
ARHGDIB EXOC3 0.172642762284
ARHGDIB GGA3 0.166666666667
ARHGDIB UBC 0.191702432046
ARHGDIB RABEP1 0.151445086705
ARHGDIB RAB5C 0.239285714286
ARHGDIB RAB3IP 0.219008264463
ARHGDIB CEP290 0.0726099233562
ARHGDIB TBC1D15 0.182997118156
ARHGDIB RAB31 0.269076305221
ARHGDIB EHD1 0.209302325581
ARHGDIB CLTC 0.103633114949
ARHGDIB RAB7B 0.278225806452
ARHGDIB VPS11 0.146779303062
ARHGDIB TBC1D2 0.152524167562
ARHGDIB EXOC5 0.172510518934
EXOC2 MON1B 0.26180698152
EXOC2 ACTN4 0.285330948122
EXOC2 ZFYVE20 0.280751173709
EXOC2 EXOC4 0.296296296296
EXOC2 RIN2 0.285467128028
EXOC2 EXOC6 0.285714285714
EXOC2 RAB11A 0.166306695464
EXOC2 PIK3C3 0.288376220053
EXOC2 VAMP7 0.177228786251
EXOC2 RAB2A 0.157327586207
EXOC2 ALS2 0.255453501722
EXOC2 RAB10 0.150699677072
EXOC2 RAB7A 0.16146393972
EXOC2 ARHGDIA 0.153017241379
EXOC2 RAB5A 0.169546436285
EXOC2 USP6NL 0.279783393502
EXOC2 EPS8 0.28623853211
EXOC2 MYO5B 0.249350649351
EXOC2 RAB6B 0.160173160173
EXOC2 MON1A 0.273612463486
EXOC2 RAB8A 0.151187904968
EXOC2 RILP 0.228966986155
EXOC2 UBB 0.176724137931
EXOC2 VPS41 0.282097649186
EXOC2 RAB1B 0.153598281418
EXOC2 RIN1 0.279847182426
EXOC2 RAB6A 0.157497303128
EXOC2 GGA2 0.266464032421
EXOC2 RAB8B 0.151776103337
EXOC2 ALS2CL 0.273116438356
EXOC2 EEA1 0.276385224274
EXOC2 RAB43 0.162162162162
EXOC2 OSBPL1A 0.280349344978
EXOC2 RUFY1 0.285853658537
EXOC2 CCZ1 0.244514106583
EXOC2 EHD3 0.25967413442
EXOC2 HGS 0.263954588458
EXOC2 RAB12 0.172043010753
EXOC2 RAB11B 0.168284789644
EXOC2 EXOC7 0.282982791587
EXOC2 VPS39 0.289711191336
EXOC2 GGA1 0.271203155819
EXOC2 RAB11FIP2 0.256358087487
EXOC2 CHM 0.274529236868
EXOC2 RABEP2 0.273461150353
EXOC2 TFRC 0.282341831917
EXOC2 RAB5B 0.166846071044
EXOC2 CHML 0.275590551181
EXOC2 EXOC8 0.28323699422
EXOC2 RAB4A 0.167381974249
EXOC2 RABIF 0.111351351351
EXOC2 VPS45 0.267893660532
EXOC2 OCRL 0.287477954145
EXOC2 EPS15 0.290829694323
EXOC2 ABL1 0.278155706727
EXOC2 ABI1 0.237373737374
EXOC2 STAM 0.255767301906
EXOC2 OPTN 0.272727272727
EXOC2 GDI2 0.240546218487
EXOC2 VPS16 0.285452881976
EXOC2 RABGEF1 0.244078269825
EXOC2 EXOC1 0.29314830876
EXOC2 CCP110 0.282878411911
EXOC2 DNM2 0.292965271594
EXOC2 GAPVD1 0.26452020202
EXOC2 RAB3IL1 0.225668449198
EXOC2 SH3KBP1 0.271835132483
EXOC2 MYO5A 0.249739311783
EXOC2 RABGGTA 0.26753507014
EXOC2 TGOLN2 0.246603970742
EXOC2 AGFG1 0.24387755102
EXOC2 RAB1A 0.155339805825
EXOC2 SOS1 0.274139095206
EXOC2 UBA52 0.114718614719
EXOC2 GDI1 0.236037934668
EXOC2 ODF2 0.299191374663
EXOC2 HRAS 0.143939393939
EXOC2 RAB9A 0.155844155844
EXOC2 EXOC3 0.288331726133
EXOC2 GGA3 0.275220372184
